timestamp,sensor_id,location,temperature,humidity,vpd,dew_point,ec,ph,co2,battery_level,voltage,data_delay,is_anomaly,anomaly_type,anomaly_description,anomaly
2024-01-01 00:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.5,75.7,0.89,22.83,1.44,6.36,755.3,100.0,3.36,0,False,,,normal
2024-01-01 01:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.2,76.4,0.9,23.64,1.41,6.81,788.1,99.8,3.3,0,False,,,normal
2024-01-01 02:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.6,76.9,0.8,22.21,1.38,6.41,738.0,99.6,3.24,0,False,,,normal
2024-01-01 03:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.5,72.1,1.09,22.93,1.49,6.47,733.5,99.4,3.28,0,False,,,normal
2024-01-01 04:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.0,68.1,1.21,21.55,1.27,6.41,742.8,99.2,3.26,0,False,,,normal
2024-01-01 05:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.8,68.1,1.26,22.3,1.4,6.88,773.6,99.0,3.32,0,False,,,normal
2024-01-01 06:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.5,69.4,1.19,22.35,1.46,6.64,791.0,98.8,3.23,0,False,,,normal
2024-01-01 07:00:00,GH001,โรงเรือนเพาะเห็ด 1,30.5,70.1,1.3,24.43,1.54,6.7,720.6,98.5,3.29,0,False,,,normal
2024-01-01 08:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.0,73.3,0.96,21.84,1.43,6.52,807.8,98.3,3.25,0,False,,,normal
2024-01-01 09:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.6,70.9,1.07,21.79,1.56,6.29,686.0,98.1,3.29,0,False,,,normal
2024-01-01 10:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.1,72.8,0.87,19.87,1.61,6.69,687.6,97.9,3.22,0,False,,,normal
2024-01-01 11:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.7,79.5,0.76,23.84,1.66,6.29,727.6,97.7,3.31,0,False,,,normal
2024-01-01 12:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.6,78.2,0.81,23.46,1.51,6.29,748.0,97.5,3.3,0,False,,,normal
2024-01-01 13:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.6,80.1,0.62,20.89,1.6,6.58,817.5,97.3,3.26,0,False,,,normal
2024-01-01 14:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.5,84.8,0.49,22.73,1.48,6.53,749.3,97.1,3.22,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-01 15:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.5,85.2,0.48,22.85,1.5,6.65,908.6,96.9,3.21,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-01 16:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.6,89.7,0.32,22.76,1.56,6.52,842.3,96.7,3.24,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-01 17:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.9,84.7,0.48,22.19,1.43,6.46,872.6,96.5,3.33,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-01 18:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.5,92.0,0.25,23.09,1.47,6.75,818.8,96.2,3.21,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-01 19:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.3,83.5,0.5,21.31,1.59,6.24,931.5,96.0,3.36,0,False,,,normal
2024-01-01 20:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.9,90.3,0.31,23.21,1.43,6.52,829.4,95.8,3.36,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-01 21:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.3,88.1,0.36,22.21,1.61,6.46,881.6,95.6,3.09,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-01 22:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.4,83.8,0.53,22.46,1.45,6.55,839.8,95.4,3.36,0,False,,,normal
2024-01-01 23:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.2,82.0,0.61,22.86,1.61,6.42,845.9,95.2,3.29,0,False,,,normal
2024-01-02 00:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.5,74.2,0.89,21.51,1.46,6.3,724.0,95.0,3.3,0,False,,,normal
2024-01-02 01:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.0,74.7,0.9,22.11,1.33,6.41,750.2,94.8,3.26,0,False,,,normal
2024-01-02 02:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.8,81.3,0.7,24.27,1.51,6.57,722.7,94.6,3.27,0,False,,,normal
2024-01-02 03:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.6,72.4,0.96,21.19,1.63,6.38,761.5,94.4,3.26,0,False,,,normal
2024-01-02 04:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.8,79.2,0.82,24.84,1.35,6.85,789.9,94.2,3.38,0,False,,,normal
2024-01-02 05:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.7,69.1,1.15,21.55,1.44,6.35,735.1,94.0,3.32,0,False,,,normal
2024-01-02 06:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.7,71.8,1.05,22.14,1.33,6.42,755.7,93.8,3.28,0,False,,,normal
2024-01-02 07:00:00,GH001,โรงเรือนเพาะเห็ด 1,29.3,71.5,1.16,23.6,1.49,6.52,706.7,93.5,3.32,0,False,,,normal
2024-01-02 08:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.3,72.1,0.95,20.84,1.41,6.41,760.8,93.3,3.32,0,False,,,normal
2024-01-02 09:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.9,70.6,1.17,23.04,1.44,6.34,821.0,93.1,3.28,0,False,,,normal
2024-01-02 10:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.3,79.6,0.74,23.44,1.36,6.7,814.4,92.9,3.35,0,False,,,normal
2024-01-02 11:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.4,78.7,0.82,24.33,1.55,6.52,866.8,92.7,3.32,0,False,,,normal
2024-01-02 12:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.7,80.3,0.69,23.0,1.51,6.54,920.0,92.5,3.32,0,False,,,normal
2024-01-02 13:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.0,80.8,0.69,23.41,1.54,6.96,768.2,92.3,3.33,0,False,,,normal
2024-01-02 14:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.3,84.0,0.52,22.41,1.37,6.45,839.2,92.1,3.22,0,False,,,normal
2024-01-02 15:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.6,86.8,0.43,23.21,1.58,6.68,790.3,91.9,3.36,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-02 16:00:00,GH001,โรงเรือนเพาะเห็ด 1,23.7,90.4,0.28,22.07,1.47,6.22,820.4,91.7,3.36,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-02 17:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.2,86.7,0.4,21.85,1.62,6.23,904.8,91.5,3.33,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-02 18:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.5,91.5,0.28,24.05,1.36,6.49,793.5,91.2,3.38,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-02 19:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.0,86.2,0.41,21.57,1.7,6.49,882.8,91.0,3.33,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-02 20:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.0,88.3,0.39,23.87,1.54,6.72,868.1,90.8,3.33,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-02 21:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.9,83.2,0.6,23.83,1.48,6.07,778.3,90.6,3.29,0,False,,,normal
2024-01-02 22:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.2,84.9,0.51,23.42,1.53,6.76,843.6,90.4,3.25,0,False,,,normal
2024-01-02 23:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.8,73.5,0.83,19.75,1.52,6.2,786.7,90.2,3.31,0,False,,,normal
2024-01-03 00:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.4,76.6,0.71,19.97,1.47,6.82,827.5,90.0,3.28,0,False,,,normal
2024-01-03 01:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.8,81.2,0.7,24.22,1.56,6.54,730.1,89.8,3.36,0,False,,,normal
2024-01-03 02:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.4,76.7,0.9,23.93,1.42,6.33,841.4,89.6,3.29,0,False,,,normal
2024-01-03 03:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.3,75.4,0.95,23.56,1.58,6.56,761.4,89.4,3.24,0,False,,,normal
2024-01-03 04:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.2,73.5,1.01,22.99,1.38,6.82,683.0,89.2,3.24,0,False,,,normal
2024-01-03 05:00:00,GH001,โรงเรือนเพาะเห็ด 1,29.9,67.0,1.39,23.06,1.64,6.94,759.5,89.0,3.4,0,False,,,normal
2024-01-03 06:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.7,73.9,0.97,22.62,1.34,6.43,681.7,88.8,3.39,0,False,,,normal
2024-01-03 07:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.0,76.6,0.88,23.48,1.38,6.58,761.0,88.5,3.21,0,False,,,normal
2024-01-03 08:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.3,75.6,0.94,23.52,1.52,6.29,780.6,88.3,3.35,0,False,,,normal
2024-01-03 09:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.0,77.0,0.82,22.64,1.55,6.49,789.4,88.1,3.22,0,False,,,normal
2024-01-03 10:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.2,75.2,0.9,22.45,1.56,6.43,856.4,87.9,3.32,0,False,,,normal
2024-01-03 11:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.9,81.0,0.63,22.37,1.43,6.32,818.1,87.7,3.25,0,False,,,normal
2024-01-03 12:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.4,77.4,0.82,23.04,1.41,6.25,849.1,87.5,3.34,0,False,,,normal
2024-01-03 13:00:00,GH001,โรงเรือนเพาะเห็ด 1,23.7,82.5,0.51,20.54,1.47,6.5,853.3,87.3,3.33,0,False,,,normal
2024-01-03 14:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.3,86.1,0.48,23.78,1.51,6.43,845.6,87.1,3.36,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-03 15:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.3,87.3,0.38,22.04,1.57,6.22,834.1,86.9,3.36,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-03 16:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.3,88.8,0.36,23.32,1.52,6.66,760.0,86.7,3.3,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-03 17:00:00,GH001,โรงเรือนเพาะเห็ด 1,23.8,80.0,0.59,20.16,1.58,6.84,914.4,86.5,3.31,0,False,,,normal
2024-01-03 18:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.4,86.1,0.45,22.9,1.46,6.64,778.6,86.2,3.3,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-03 19:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.1,87.6,0.4,22.84,1.39,6.48,794.1,86.0,3.37,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-03 20:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.0,83.1,0.5,20.95,1.47,6.92,863.9,85.8,3.29,0,False,,,normal
2024-01-03 21:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.5,86.5,0.44,23.1,1.55,6.81,790.2,85.6,3.35,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-03 22:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.6,77.3,0.79,22.27,1.54,6.19,783.4,85.4,3.33,0,False,,,normal
2024-01-03 23:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.8,76.2,0.84,22.22,1.4,6.44,837.5,85.2,3.24,0,False,,,normal
2024-01-04 00:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.9,77.8,0.7,20.72,1.53,6.17,807.0,85.0,3.27,0,False,,,normal
2024-01-04 01:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.3,78.2,0.84,24.13,1.44,6.19,708.2,84.8,3.35,0,False,,,normal
2024-01-04 02:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.5,74.2,0.95,22.47,1.38,6.83,776.7,84.6,3.27,0,False,,,normal
2024-01-04 03:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.8,73.4,0.99,22.57,1.44,6.67,696.5,84.4,3.3,0,False,,,normal
2024-01-04 04:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.5,71.8,1.1,22.94,1.33,6.23,738.7,84.2,3.31,0,False,,,normal
2024-01-04 05:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.6,75.4,0.97,23.83,1.58,6.32,764.9,84.0,3.35,0,False,,,normal
2024-01-04 06:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.5,68.4,1.23,22.12,1.79,6.44,722.9,83.8,3.36,0,False,,,normal
2024-01-04 07:00:00,GH001,โรงเรือนเพาะเห็ด 1,29.6,71.5,1.18,23.92,1.62,6.46,747.5,83.5,3.39,0,False,,,normal
2024-01-04 08:00:00,GH001,โรงเรือนเพาะเห็ด 1,29.0,72.5,1.11,23.57,1.57,6.53,718.2,83.3,3.34,0,False,,,normal
2024-01-04 09:00:00,GH001,โรงเรือนเพาะเห็ด 1,28.7,68.6,1.24,22.36,1.59,6.86,767.8,83.1,3.36,0,False,,,normal
2024-01-04 10:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.6,73.7,0.98,22.51,1.48,6.39,777.2,82.9,3.27,0,False,,,normal
2024-01-04 11:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.5,74.8,0.87,21.65,1.53,6.32,815.2,82.7,3.35,0,False,,,normal
2024-01-04 12:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.4,76.8,0.75,21.02,1.54,6.57,827.0,82.5,3.31,0,False,,,normal
2024-01-04 13:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.1,86.1,0.47,23.58,1.41,6.77,771.3,82.3,3.31,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-04 14:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.6,84.0,0.49,21.7,1.36,6.26,884.5,82.1,3.28,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-04 15:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.6,84.0,0.49,21.66,1.68,6.29,816.9,81.9,3.29,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-04 16:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.6,86.7,0.41,22.22,1.47,6.48,892.4,81.7,3.31,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-04 17:00:00,GH001,โรงเรือนเพาะเห็ด 1,22.9,85.5,0.41,20.36,1.41,6.73,822.6,81.5,3.32,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-04 18:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.4,89.1,0.36,23.49,1.47,6.62,821.8,81.2,3.34,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-04 19:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.5,87.2,0.42,23.25,1.45,6.74,913.1,81.0,3.39,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-04 20:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.1,84.7,0.46,21.32,1.71,6.51,799.4,80.8,3.27,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-04 21:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.1,79.5,0.62,20.31,1.55,6.44,890.7,80.6,3.33,0,False,,,normal
2024-01-04 22:00:00,GH001,โรงเรือนเพาะเห็ด 1,22.8,82.6,0.48,19.63,1.32,6.39,883.4,80.4,3.3,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-04 23:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.6,86.5,0.47,24.14,1.64,6.35,758.5,80.2,3.32,0,True,,ค่า VPD ต่ำกว่า 0.5 kPa,normal
2024-01-05 00:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.9,83.0,0.6,23.73,1.55,6.22,853.5,80.0,3.32,0,False,,,normal
2024-01-05 01:00:00,GH001,โรงเรือนเพาะเห็ด 1,24.6,79.8,0.62,20.85,1.48,6.52,775.6,79.8,3.33,0,False,,,normal
2024-01-05 02:00:00,GH001,โรงเรือนเพาะเห็ด 1,25.8,76.8,0.77,21.44,1.43,6.44,761.9,79.6,3.36,0,False,,,normal
2024-01-05 03:00:00,GH001,โรงเรือนเพาะเห็ด 1,27.6,79.0,0.78,23.66,1.48,6.3,827.8,79.4,3.27,0,False,,,normal
2024-01-05 04:00:00,GH001,โรงเรือนเพาะเห็ด 1,26.8,77.6,0.79,22.6,1.57,6.39,705.0,79.2,3.38,0,False,,,normal
